question_id,document_id,question_type,question,recall_at_3,answer_correctness,generated_answer,retrieved_chunk_1,retrieved_chunk_2,retrieved_chunk_3
32,1,no_answer,What is Tanzania's national flower?,,0.0,"Tanzania’s national flower is the **African violet** (*Saintpaulia ionantha*), also called the **Usambara violet**.","United Republic of Tanzania Jamhuri ya Muungano wa Tanzania (Swahili) Flag Coat of arms Motto: ""Uhuru na Umoja"" ""Freedom and Unity"" Anthem: ""Mungu ibariki Afrika"" ""God bless Africa""[1] Capital Dodoma 6°10′S 35°44′E Tanzania Tanzania,[c] officially the United Republic of Tanzania,[d] is a country in East Africa within the African Great Lakes region. It is bordered by Uganda to the northwest, Kenya to the northeast, the Indian Ocean to the east, Mozambique and Malawi to the south, Zambia to the southwest, and Rwanda, Burundi, and the Democratic Republic of the Congo to the west. According to a 2024 estimate, Tanzania has a population of around 67.5 million,[7] making it the most populous African country located entirely south of the equator. Many important hominid fossils have been found in Tanzania. In the Stone and Bronze Age, prehistoric migrations into Tanzania included Southern Cushitic speakers similar to modern day Iraqw people, who moved south from present-day Ethiopia;[15]","Tanzania, Gombe Stream National Park was the site of Jane Goodall's study of chimpanzee behaviour, which started in 1960.[97][98] Tanzania is highly biodiverse and contains a wide variety of animal habitats.[99] On Tanzania's Serengeti plain, white-bearded wildebeest (Connochaetes taurinus mearnsi), other bovids and zebra[100] participate in a large-scale annual migration. Tanzania is home to about 130 amphibian and over 275 reptile species, many of them strictly Climate Wildlife and conservation The Masai giraffe is Tanzania's national animal. endemic and included in the International Union for Conservation of Nature's Red Lists of countries.[101] Tanzania has the largest lion population in the world.[102] Tanzania had a 2019 Forest Landscape Integrity Index mean score of 7.13/10, ranking it 54th globally out of 172 countries.[103] Tanzania is a one-party dominant state with the Chama Cha Mapinduzi (CCM) party in power. From its formation until 1992, it was the only legally permitted","getting somewhat established in Dar es Salaam, Arusha and Mwanza. It was transitioning from English performances of hip-hop originating in uzunguni, rich areas like Oysterbay and Masaki with international schools, to Kiswahili performances of kizazi kipya, originating in uswahilini.[285] Following the opening of the radio waves, bongo flava spreading throughout the country, and the rest of the Great Lakes.[279] The Tanzanian national anthem is ""Mungu Ibariki Africa"" (God Bless Africa). It has Kiswahili lyrics adapted for ""Nkosi Sikelel' iAfrika"" composed by South African composer Enoch Sontonga in 1897.[287] ""Nkosi Sikelel' iAfrika"" became a pan-African song adapted into the current national anthems for Tanzania, Zambia, and following the end of apartheid South Africa.[288] It was previously used in the national anthems for Zimbabwe and Namibia, but has since been replaced by original new anthems. Another patriotic song is Tanzania, Tanzania. Tanzania Broadcasting Corporation Tanzania"
33,2,no_answer,What is South Africa's national flower?,,0.0,South Africa’s national flower is the **King Protea (*Protea cynaroides*)**.,"plants with fine, needle-like leaves, such as the sclerophyllous plants. Another uniquely South African flowering plant group is the genus Protea, with around 130 different species. While South Africa has a great wealth of flowering plants, only 1% of the land is forest, almost exclusively in the humid coastal plain of KwaZulu-Natal, where there are also areas of Southern Africa mangroves in river mouths. Even smaller reserves of forests are out of the reach of fire, known as montane forests. Plantations of imported tree species are predominant, particularly the non-native eucalyptus and pine. Cyril Ramaphosa President Paul Mashatile Deputy President Union Buildings in Pretoria, seat of the executive South Africa has lost a large area of natural habitat in the last four decades, primarily because of overpopulation, sprawling development patterns, and deforestation during the 19th century. The country had a 2019 Forest Landscape Integrity Index mean score of 4.94/10, ranking it 112th","and 2025.[143] Biodiversity The national animal of South Africa is the springbok. South Africa signed the Rio Convention on Biological Diversity on 4 June 1994 and became a party to the convention on 2 November 1995.[144] It has subsequently produced a National Biodiversity Strategy and Action Plan, which was received by the convention on 7 June 2006.[145] The country is ranked sixth out of the world's seventeen megadiverse countries.[146] Ecotourism in South Africa has become more prevalent in recent years, as a possible method of maintaining and improving biodiversity. Numerous mammals are found in the Bushveld including lions, African leopards, South African cheetahs, southern white rhinos, blue wildebeest, kudus, impalas, hyenas, hippopotamuses and South African giraffes. A significant extent of the Bushveld exists in the north-east including Kruger National Park and the Sabi Sand Game Reserve, as well as in the far north in the Waterberg Biosphere. South Africa houses many endemic","46. ISBN 978-0-226-46828-0. 151. Trenchard, Tommy (31 July 2021). ""In South Africa, Poachers Now Traffic in Tiny Succulent Plants"" (https://www.nytimes.com/2021/07/31/world/africa/south-africa-poachers-tiny-succul ent-plants.html). The New York Times. ISSN 0362-4331 (https://search.worldcat.org/issn/03 62-4331). Archived (https://web.archive.org/web/20220510122122/https://www.nytimes.com/ 2021/07/31/world/africa/south-africa-poachers-tiny-succulent-plants.html) from the original on 10 May 2022. Retrieved 27 June 2022. 152. ""Plants and Vegetation in South Africa"" (http://www.southafrica-travel.net/pages/e_plants.ht m). Southafrica-travel.net. Archived (https://web.archive.org/web/20111028175454/http://ww w.southafrica-travel.net/pages/e_plants.htm) from the original on 28 October 2011. Retrieved 30 October 2011. 153. Lewton, Robin Cherry & Thomas (5 March 2019). ""South Africa's flammable floral kingdom"""
34,3,no_answer,What is Eswatini's national animal?,,0.0,Eswatini’s national animal is the **lion**.,"South-central black rhinoceros and seven other endangered or vulnerable species.[77] Eswatini is rich in Biodiversity and conservation Mswati III has been king of Eswatini since 1986. bird life, including white-backed vultures, white-headed, lappet-faced and Cape vultures, raptors such as martial eagles, bateleurs, and long-crested eagles, and the southernmost nesting site of the marabou stork.[78] Eswatini is an absolute monarchy with constitutional provision and Swazi law and customs.[79] The head of state is the king or ngwenyama (lit. 'lion'), currently King Mswati III, who ascended to the throne in 1986 after the death of his father King Sobhuza II in 1982 and a period of regency. According to the country's constitution, the ngwenyama is a symbol of unity and the eternity of the Swazi nation.[80] By tradition, the king reigns along with his mother (or a ritual substitute), the ndlovukati (lit. 'she-elephant'). The former was viewed as the administrative head of state and the","Kingdom of Eswatini Umbuso weSwatini (Swazi) Flag Coat of arms Motto: ""Siyinqaba"" (Swazi) ""We are the fortress"" Anthem: ""Nkulunkulu Mnikati wetibusiso temaSwati"" ""Oh God, Giver of Blessings to the Swazi"" Eswatini Eswatini,[b] formally the Kingdom of Eswatini (historically called KaNgwane[12]), also known by its former official names Swaziland[c] and the Kingdom of Swaziland,[13][14] is a landlocked country in Southern Africa. It is bordered by South Africa on all sides except the east, where it shares a border with Mozambique. At no more than 200 km (120 mi) north to south and 130 km (81 mi) east to west, Eswatini is the second smallest country in continental Africa. However, its climate and topography are diverse, ranging from a cool and mountainous highveld to a hot and dry lowveld. The executive capital and largest city is Mbabane, and the legislative and second capital is Lobamba. The population is composed primarily of ethnic Swazis. The prevalent language is Swazi (siSwati in","pegged to the South African rand. Eswatini's major overseas trading partners are the United States[20] and 0:000:00 / 0:00/ 0:00 Capital Mbabane (executive) Lobamba (legislative) 26°30′S 31°30′E Largest city Mbabane Official languages Swazi · English Ethnic groups (2017) 97% Emaswati 3% others Religion (2017) 7.4% no religion 2.5% traditional faiths 0.8% others[1][2] Demonym Swazi[a] Government Unitary diarchic[3] absolute monarchy the European Union.[21] The majority of the country's employment is provided by its agricultural and manufacturing sectors. Eswatini is a member of the Southern African Development Community, the African Union, the Commonwealth of Nations, and the United Nations. Eswatini's government is an absolute monarchy, the last of its kind in Africa.[22] The country has been ruled by King Mswati III since 1986.[23][24] Elections are held every five years to determine the House of Assembly and the Senate majority, but political parties are prohibited from running.[25]"
35,4,no_answer,What is Lesotho's national animal?,,0.0,Lesotho’s national animal is the **black rhinoceros**.,"food insecurity.[60] The report found that between July 2019 and June 2020 640,000 people in Lesotho are expected to be affected by food insecurity as a result of ""unproductive harvests as well as the corresponding rise in food prices because of the drought"".[61] There are 339 bird species in Lesotho, including 10 globally threatened species and two introduced species, 17 reptile species, including geckos, snakes and lizards, and 60 mammal species endemic to Lesotho, including the endangered white-tailed rat. Lesotho's flora is alpine, due to mountainous terrain. The Katse Botanical Gardens houses a collection of medicinal plants and has a seed bank of plants from the Malibamatšo River area.[62][63] Three terrestrial ecoregions lie within Lesotho's boundaries: Drakensberg altimontane grasslands and woodlands, Drakensberg montane grasslands, and Highveld grasslands.[64] The economy of Lesotho is based on agriculture, livestock, manufacturing and mining, and depends workers' remittances","Kingdom of Lesotho Naha ea Lesotho (Sotho) Flag Coat of arms Motto: ""Khotso, Pula, Nala"" ""Peace, Rain, Prosperity"" Anthem: Lesotho fatše la bo-ntat'a rona (English: ""Lesotho, Land of Our Fathers"") Capital and largest city Maseru 29°18′54″S 27°29′13″E Official languages Sesotho · English Ethnic groups (2020) 99.7% Basotho 0.3% others Religion (2020)[1] 92.1% Christianity 6.6% traditional faiths 1.0% no religion 0.3% others Demonyms Mosotho (singular) Basotho (plural) Lesotho Lesotho (/lɪˈsuːtuː/ ⓘ lih-SOO-too;[6][7] Sotho pronunciation: [lɪˈsʊːtʰʊ]),[a] officially the Kingdom of Lesotho[b], is a landlocked country in Southern Africa. Surrounded by South Africa, it is the largest of the three sovereign enclaves. Lesotho is located in the Maloti Mountains, with the highest peak in southern Africa.[9] It has an area of over 30,000 km2 (11,600 mi2), with a population of about 2.3 million. Its capital and largest city is Maseru. Lesotho was formed in 1824 by King Moshoeshoe I. Continuous","Africa (81% as of 2021). Lesotho is a member of the United Nations, the Non-Aligned Movement, the Commonwealth of Nations, the African Union, and the Southern African Development Community. 0:000:00 / 0:00/ 0:00 Location of Lesotho (dark green) History Government Unitary parliamentary constitutional monarchy • Monarch Letsie III • Prime Minister Sam Matekane Legislature Parliament • Upper house Senate • Lower house National Assembly Independence from the United Kingdom • Basutoland 18 March 1884 • Independence declared 4 October 1966 Area • Total 30,355 km2 (11,720 sq mi) (137th) • Water (%) negligible Population • 2024 estimate 2,116,427[2] (145th) • Density 68.1/km2 (176.4/sq mi) (138th) GDP (PPP) 2023 estimate • Total $6.915 billion[3] (168th) • Per capita $3,234[3] (164th) GDP (nominal) 2023 estimate • Total $2.373 billion[3] (184th) • Per capita $1,110[3] (169th) Gini (2017) 44.9[4] medium inequality HDI (2023) 0.550[5] medium (167th) Currency Lesotho loti (LSL) South African rand"
36,5,no_answer,What is Zimbabwe's national flower?,,0.0,"Zimbabwe’s national flower is the **flame lily** (*Gloriosa superba*), also known as the **glory lily**.","presidential family and members of the armed forces of Zimbabwe. The president also gives a speech to the people of Zimbabwe which is televised for those unable to attend the stadium.[302] Zimbabwe also has a national beauty pageant, the Miss Heritage Zimbabwe contest, which has been held annually since 2012. Traditional arts in Zimbabwe include pottery, basketry, textiles, jewellery and carving. Among the distinctive qualities are symmetrically patterned woven baskets and stools carved out of a single piece of wood. Shona sculpture, which has a long cultural history, began evolving into its modern form in the mid-20th century and gained increasing international popularity.[303] Most subjects of carved figures of stylised birds and human figures among others are made with sedimentary rock such as soapstone, as well as harder igneous rocks such as serpentine and the rare stone verdite. Zimbabwean artefacts can be found in countries like Singapore, China and Canada—for example, Dominic","translated into all three of the main languages of Zimbabwe.[333] National symbols Countries portal Africa portal Geography portal Outline of Zimbabwe a. The Parliament of Zimbabwe sits at Mount Hampden[3] b. Mainly majority Shona and minority Ndebele c. Includes those of Asian descent d. (/zɪmˈbɑːbweɪ, -wi/ ⓘ; Shona pronunciation: [zi.ᵐba.ɓwe]) 1. After the Zimbabwean dollar was suspended indefinitely from 12 April 2009, the euro, United States dollar, pound sterling, South African rand, Botswana pula, Australian dollar, Chinese yuan, Indian rupee and Japanese yen have been used as legal tenders. 1. ""Zimbabwe"" (https://news.google.com/newspapers?id=AFwtAAAAIBAJ&pg=3340,2548451& dq=zimbabwe+unity-freedom-work&hl=en). The Beaver County Times. 13 September 1981. Retrieved 2 November 2011. 2. ""The World Factbook – Zimbabwe"" (https://web.archive.org/web/20260112070305/https://w ww.cia.gov/the-world-factbook/countries/zimbabwe). Central Intelligence Agency. 2 December 2021. Archived from","spider lily, leonotis, cassia, tree wisteria and dombeya. There are around 350 species of mammals that can be found in Zimbabwe. There are also many snakes and lizards, over 500 bird species, and 131 fish species. Large parts of Zimbabwe were once covered by forests with abundant wildlife. Deforestation and poaching has reduced the amount of wildlife. Woodland degradation and deforestation caused by population growth, urban expansion and use for fuel are major concerns[127] and have led to erosion which diminishes the amount of fertile soil. Local farmers have been criticised by environmentalists for burning off vegetation to heat their tobacco barns.[128] Geology Climate Biodiversity The New Zimbabwe Parliament Building in Mount Hampden, Harare Supporters of the Movement for Democratic Change in 2005 Zimbabwe is a republic with a parliamentary system of government with an executive president under a unitary state.[129] The presidential system was abolished following constitutional"
37,6,no_answer,What is Malawi's national flower?,,0.0,Malawi’s national flower is the **impala lily** (*Adenium multiflorum*).,"with tea and fish being popular features of the country's cuisine.[150] Sugar, coffee, corn, potatoes, sorghum, cattle, and goats are also important components of the cuisine and economy. Lake Malawi is a source of fish, including chambo (similar to bream), usipa (similar to Media Sports Cuisine Malawi portal Countries portal Africa portal sardines), and mpasa (similar to salmon and kampango).[150] Nsima is a food staple made from ground corn and typically served with side dishes of meat and vegetables. It is commonly eaten for lunch and dinner.[150] Outline of Malawi Telephone numbers in Malawi Women in Africa a. /məˈlɑːwi/; lit. 'flames' in Chichewa and Chitumbuka b. Chichewa: Dziko la Malaŵi Tumbuka: Charu cha Malaŵi 1. ""Malawi National Anthem Lyrics"" (https://web.archive.org/web/20110510015032/http://www.l yricsondemand.com/miscellaneouslyrics/nationalanthemslyrics/malawinationalanthemlyrics. html). National Anthem Lyrics. Lyrics on Demand. Archived from the original","Republic of Malawi Dziko la Malaŵi (Chichewa) Charu cha Malaŵi (Chitumbuka) Flag Coat of arms Motto: ""Unity and Freedom"" Anthem: Mulungu dalitsani Malaŵi ""O God Bless Our Land of Malawi"" Malawi Malawi,[a][9] officially the Republic of Malawi,[b] is a landlocked country in Southeast Africa. It is bordered by Zambia to the west, Tanzania to the north and northeast, and Mozambique to the east, south, and southwest. Malawi spans over 118,484 km2 (45,747 sq mi) and has a population of 22,224,282 (as of July 2025).[10] Lilongwe is its capital and largest city. The part of Africa now known as Malawi was settled around the 10th century by the Akafula, also known as the Abathwa. Later, the Bantu groups came and drove out the Akafula and formed various kingdoms such as the Maravi and Nkhamanga kingdoms, that flourished from the 16th century.[11][12] The British Empire began to consolidate control of the area following the 1890 British Ultimatum against the Portuguese, who had claimed the area","Navy was established in the early 1970s with Portuguese support, presently having three vessels operating on Lake Malawi, based in Monkey Bay.[139] In 2017, Malawi signed the UN Treaty on the Prohibition of Nuclear Weapons.[140] Military Culture Musical instruments of Malawi The name ""Malawi"" comes from the Maravi, a Bantu ethnic group who emigrated from the southern Congo around 1400 AD. Over the past century, ethnic distinctions have diminished to the point where there is no significant interethnic friction, although regional divisions still occur. The concept of a Malawian nationality has begun to form around predominantly rural people who are generally conservative and traditionally nonviolent. The ""Warm Heart of Africa"" nickname was given to the country due to the perceived loving nature of the Malawian people.[22] The flag of Malawi is made up of three equal horizontal stripes of black, red, and green with a red rising sun superimposed in the center of the black stripe. The black"
38,7,no_answer,What is Kenya's national flower?,,0.0,Kenya’s national flower is the **orchid**.,"They use high technology and produce high-value crops for the export market, especially flowers and vegetables.[187] Kenya is the world's 3rd largest exporter of cut flowers.[188] Roughly half of Kenya's 127 flower farms are concentrated around Lake Naivasha, 90 kilometres northwest of Nairobi.[188] To speed their export, Nairobi airport has a terminal dedicated to the transport of flowers and vegetables.[188] Although Kenya is a low middle-income country, manufacturing accounts for 14% of the GDP, with industrial activity concentrated around the three largest urban centres of Nairobi, Mombasa, and Kisumu, and is dominated by food-processing industries such as grain milling, beer production, sugarcane crushing, and the fabrication of consumer goods, e.g., vehicles from kits. Kenya also has a cement production industry.[189] Kenya has an oil refinery that processes imported crude petroleum into petroleum products, mainly for the domestic market. In addition, a substantial and expanding","Republic of Kenya Jamhuri ya Kenya (Swahili) Flag Coat of arms Motto: Harambee (English: ""Let us all pull together"") Anthem: Ee Mungu Nguvu Yetu (English: ""O God of All Creation"") Kenya Kenya,[a] officially the Republic of Kenya,[b] is a country located in East Africa. With an estimated population of more than 54.2 million as of mid- 2026,[12] it is the 26th-most populous country in the world[7] and the seventh-most populous in Africa. Kenya's capital and largest city is Nairobi. The secondlargest and oldest city is Mombasa, a port city located on Mombasa Island. Other major cities within the country include Kisumu, Nakuru and Eldoret. Going clockwise, Kenya is bordered by South Sudan to the northwest, Ethiopia to the north, Somalia to the east, the Indian Ocean to the southeast, Tanzania to the southwest, and Lake Victoria and Uganda to the west. Its geography, climate and population vary. In western Rift Valley counties, the landscape includes cold, snow-capped mountaintops (such as","bureaus.[176] The inaugural Kenya Innovation Week (KIW) was started in 2021, from 6 to 10 December 2021, at the Kenya School of Government in Lower Kabete, Nairobi.[179] Tourism contributes around 6% to Kenya's economy.[180]Tourism in Kenya is the third-largest source of foreign exchange revenue, behind diaspora remittances and agriculture.[181] The Kenya Tourism Board is responsible for maintaining information pertaining to tourism in Kenya.[182][183] The main tourist attractions are photo safaris through the 60 national parks and game reserves. Game reserves include Maasai Mara Game Reserve, Samburu National Reserve, Solio Game Reserve, Shaba National Reserve, Buffalo Springs National Reserve among others. Other attractions include the wildebeest migration at the Masaai Mara; historical mosques, and colonial-era forts at Mombasa, Malindi, and Lamu; renowned Tourism Tsavo East National Park Tea farm near Kericho, Kericho County scenery such as the white-capped Mount Kenya and the"
39,8,no_answer,What is Botswana's national flower?,,0.0,"Botswana’s national flower is the **devil’s claw** (*Harpagophytum procumbens*), known locally as **sengaparile**.","sometimes used as musical instruments too, by either clapping them together or against phathisi (goat skin turned inside out wrapped around the calf area, only used by men) to create music and rhythm. The national anthem is ""Fatshe leno la rona"", which was written and composed by Kgalemang Tumediso Motsete; it was adopted upon independence in 1966.[237][238][239] In the northern part of Botswana, women in the villages of Etsha and Gumare are noted for their skill at crafting baskets from mokola palm and local dyes. The baskets are generally woven into three types: large, lidded baskets used for storage; large, open baskets for carrying objects on the head or for winnowing threshed grain; and smaller plates for winnowing pounded grain. These baskets steadily use colour.[240] The oldest paintings from both Botswana and South Africa depict hunting, animal and human figures, and were made by the Khoisan (Kung San/Bushmen) over 20,000 years ago within the Kalahari Desert.[241] The national","Republic of Botswana Lefatshe la Botswana Flag Coat of arms Motto: Pula ""Rain"" Anthem: ""Fatshe leno la rona"" ""This Land of Ours"" Botswana Botswana,[c] officially the Republic of Botswana,[d] is a landlocked country in Southern Africa. Botswana is topographically flat, with approximately 70% of its territory being a part of the Kalahari Desert. It is bordered by South Africa to the south and southeast, Namibia to the west and north, Zambia to the north, and Zimbabwe to the northeast. Its total area is 581,730 square kilometres (224,610 sq mi). Gaborone, in the South-East District, is the country's capital and largest city. Botswana is one of the most sparsely populated countries in the world. While it is not enshrined by statutory law, Botswana is de facto the nation state of the Batswana people, who constitute nearly 80% of the population while legally undistinguished Kalanga people, who account for another 11%, are the single largest ethnic minority. The Batswana ethnic group are","Outline of Botswana List of Botswana-related topics Astronomy Satellite technology and communications Virology See also a. Including Kgalagadi, White and Indian. b. Including Baháʼí Fatih, Hinduism, and Islam c. /bɒtˈswɑːnə/ ⓘ bot-SWAH-nə, UK also /bʊtˈswɑːnə, bʊˈtʃwɑːnə/ buut-SWAH-nə, buu- CHWAH-nə;[12] d. Setswana: Lefatshe la Botswana [lɪˈfatsʰɪ la bʊˈtswana]. 1. ""About Our Country"" (https://www.gov.bw/about-our-country). Gov.bw. Archived (https://web. archive.org/web/20231022105828/https://www.gov.bw/about-our-country) from the original on 22 October 2023. Retrieved 17 April 2022. ""Botswana has a number of tribes across the country, collectively known as Batswana. The official language is English and Setswana is the national language, although there are other spoken languages."" 2. ""Botswana"" (https://web.archive.org/web/20240531000000/https://www.cia.gov/the-world-fa ctbook/countries/botswana). The World Factbook (2024 ed.). Central Intelligence Agency. Retrieved 31 May 2024. 3."
40,9,no_answer,What is Angola's national animal?,,0.0,Angola’s national animal is the **giant sable antelope** (*palanca negra gigante*).,"Republic of Angola República de Angola Flag Emblem Anthem: Angola Avante (English: Forward Angola) Angola Angola,[a] officially the Republic of Angola,[b] is a country on the western coast of Southern Africa. It is the second-largest Portuguese-speaking (Lusophone) country after Brazil in both total area and population and is the seventh-largest country in Africa. It is bordered by Namibia to the south, the Democratic Republic of the Congo to the north, Zambia to the east, and the Atlantic Ocean to the west. The Angolan province of Cabinda is an exclave on the Atlantic coast, bordering the Republic of the Congo and the Democratic Republic of the Congo. The capital and most populous city is Luanda. Angola has been inhabited since the Palaeolithic Age. After the Bantu expansion reached the region, states were formed by the 13th century and organised into confederations. The Kingdom of Kongo ascended to achieve hegemony among the other kingdoms from the 14th century. Portuguese explorers","Portuguese influence, namely the predominance of the Portuguese language and of the Catholic Church, intermingled with a variety of indigenous customs and traditions. The name Angola is based on the Portuguese colonial name Reino de Angola ('Kingdom of Angola'), which appeared as early as Paulo Dias de Novais's 1571 charter.[13] The toponym was derived by the Portuguese from the title ngola, held by the kings of Ndongo and Matamba. Ndongo in the highlands, between the Kwanza and Lucala rivers, was nominally a possession of the Kingdom of Kongo.[14] Major cities of Angola 79.1% Christianity 44.2% Catholic 34.9% Protestant Etymology History (22nd) • Water (%) negligible Population • 2024 census 36,604,681[2] (41st) • Density 29.4/km2 (76.1/sq mi) (189th) GDP (PPP) 2025 estimate • Total $402.160 billion[4] (58th) • Per capita $10,230[4] (125th) GDP (nominal) 2025 estimate • Total $113.34 billion[4] (68th) • Per capita $2,880[4] (137th) Gini (2018) 51.3[5] high inequality HDI (2023)","corresponding to 51,6% of its territory.[62][63] A drought in 2016 caused the worst food crisis in Southern Africa in 25 years, affecting 1.4 million people across seven of Angola's eighteen provinces. Food prices rose and acute malnutrition rates doubled, impacting over 95,000 children.[64] José Eduardo dos Santos stepped down as President of Angola after 38 years in 2017, being peacefully succeeded by João Lourenço, Santos' chosen successor.[65] Some members of the dos Santos family were later linked to high levels of corruption. In July 2022, ex-president José Eduardo dos Santos died in Spain.[66] In August 2022, the ruling party, MPLA, won another majority and President Lourenço won a second five-year term in the election. However, the election was the tightest in Angola's history.[67] At 1,246,700 km2 (481,400 sq mi),[68] Angola is the world's twenty-second largest country – comparable in size to Mali, or twice the size of France or of Texas. It lies mostly between latitudes 4°"
41,0,multi_passage,"What role does Portuguese play in education, and what are the main activities described as the basis of Mozambique's economy?",0.5,0.5,"Portuguese continues to play an important role in education: after independence, Mozambican students were admitted to Portuguese high schools, polytechnic institutes, and universities through bilateral agreements. It is also one of Mozambique’s main shared languages.

Mozambique’s economy is based mainly on agriculture and fishing, with growing sectors in food and beverage production, chemical manufacturing, aluminium, oil, tourism, and related natural-resource industries.","specialising in agricultural, technical or pedagogical studies, which students may attend after grade 10 in lieu of a pre-university school. After independence from Portugal in 1975, a number of Mozambican pupils continued to be admitted every year at Portuguese high schools, polytechnical institutes and universities, through bilateral agreements between the Portuguese government and the Mozambican government. According to 2010 estimates, the literacy rate was 56.1% (70.8% male and 42.8% female).[112] By 2015, this had increased to 58.8% (73.3% male and 45.4% female).[145] Mozambique was ruled by Portugal, and they share a main language (Portuguese) and main religion (Roman Catholicism). But since most of the people of Mozambique are Bantus, most of the culture is native; for Bantus living in urban areas, there is some Portuguese influence. Mozambican culture also influences the Portuguese culture. Education Culture Woman with traditional mask in Mozambique Island of Mozambique, 2016","Community (SADC).[20] The SADC free trade protocol is aimed at making the Southern African region more competitive by eliminating tariffs and other trade barriers. The World Bank in 2007 talked of Mozambique's 'blistering pace of economic growth'. A joint donor-government study in early 2007 said 'Mozambique is generally considered an aid success story.'[94] Human rights Economy Traditional sailboat in Ilha de Moçambique The resettlement of civil war refugees and successful economic reform have led to a high growth rate: the country enjoyed a remarkable recovery, achieving an average annual rate of economic growth of 8% between 1996 and 2006[95] and between 6–7% from 2006 to 2011.[96] Rapid expansion in the future hinges on several major foreign investment projects, continued economic reform, and the revival of the agriculture, transportation, and tourism sectors.[20] In 2013, about 80% of the population was employed in agriculture, the majority of whom were engaged in small-scale","in 1505. After over four centuries of Portuguese rule, Mozambique gained independence in 1975, becoming the People's Republic of Mozambique shortly thereafter. After only two years of independence, the country descended into an intense and protracted civil war lasting from 1977 to 1992. In 1994, Mozambique held its first multiparty elections and has since remained a relatively stable presidential republic, although it still faces a lowintensity insurgency mainly in the furthest regions from the southern capital and where Islam is the dominant faith. Mozambique is endowed with rich and extensive natural resources. The country's economy is based chiefly on fishery—mostly molluscs, crustaceans and echinoderms—and agriculture with a growing industry of food and beverages, chemical manufacturing, aluminium and oil. The tourism sector is expanding. Mozambique's GDP grew significantly after 2001, but since 2014/15, both a significant decrease in household real consumption 0:000:00 / 0:00/"
42,1,multi_passage,"Which two Great Lakes are highlighted in Tanzania's geography, and what happened to the country's economy from the late 1970s?",0.5,1.0,"The two Great Lakes are **Lake Victoria** and **Lake Tanganyika**. From the late 1970s, Tanzania’s economy **deteriorated sharply**, worsened by the international economic crisis and the costly 1978–79 war with Uganda.","the industrial, state centered models seen in the Soviet Union. Tanzania was unique in this sense as several other African nations had adopted these foreign ideologies during the Cold War. [70] This neutrality enabled the nation to accept foreign aid from the United States, The Soviet Union, and China.[71] Each of these nations supplied Tanzania with aid despite the Tanzanian people never declaring allegiance to any of these supernations. Tanzania's reception of aid largely went towards Nyerere's goal of national development projects. From 1970 to 1975, China financed and helped build the 1,860-kilometre-long (1,160 mi) TAZARA Railway from Dar es Salaam, Tanzania, to Kapiri Mposhi, Zambia.[72] Nonetheless, from the late 1970s, Tanzania's economy took a turn for the worse, in the context of an international economic crisis affecting both developed and developing economies. In 1978, the neighbouring Uganda, under the leadership of Idi Amin, invaded Tanzania. This disastrous invasion","would culminate in Tanzania invading Uganda with the aid of Ugandan rebels and deposing Idi Amin as a result. However, the war severely damaged Tanzania's economy.[73][74] Modern The capital city of Dar es Salaam in 2015 An elephant passing by the snow-capped Mount Kilimanjaro Ngorongoro Crater, the world's largest inactive and intact volcanic caldera Wildebeest migration in the Serengeti From the mid-1980s, the regime financed itself by borrowing from the International Monetary Fund and underwent some reforms. Since then, Tanzania's gross domestic product per capita has grown and poverty has been reduced, according to a report by the World Bank.[75] In 1992, the Constitution of Tanzania was amended to allow multiple political parties.[76] In Tanzania's first multi-party elections, held in 1995, the ruling Chama Cha Mapinduzi won 186 of the 232 elected seats in the National Assembly, and Benjamin Mkapa was elected as president.[77] The presidents of Tanzania since independence have","countries in Sub-Saharan Africa: the Democratic Republic of the Congo, Ethiopia, Ghana, Lesotho, Liberia, Mozambique, Sierra Leone, Zambia, and Zimbabwe.[162] Tanzania's largest trading partners in 2017 for its US$5.3 billion in exports were India, Vietnam, South Africa, Switzerland, and China.[163] Its imports totalled US$8.17 billion, with India, Switzerland, Saudi Arabia, China, and the United Arab Emirates being the biggest partners.[163] Tanzania weathered the Great Recession, which began in late 2008 or early 2009, relatively well. Strong gold prices, bolstering the country's mining industry, and Tanzania's poor integration into global markets helped to insulate the country from the downturn.[87]: page 1250 Since the recession ended, the Tanzanian economy has expanded rapidly thanks to strong tourism, telecommunications, and banking sectors.[87]: page 1250 Law enforcement Human rights Economy A Tanzanian woman cooks Pilau rice dish wearing traditional Kanga. According to the"
